gvkey,cik,company,reporting_year,reporting_quarter,form,accession,filing_date,report_date,period_start,period_end,period_end_imputed,compustat_active_year,event_warning_letter,event_recall,event_adverse_event,event_any,event_letter_or_recall,n_warning_letter,n_recall,n_recall_class_i,n_recall_class_ii,n_recall_class_iii,n_adverse_event,n_mdr_tier_a,n_mdr_tier_b,n_8k_warning_letter,n_8k_recall,n_8k_adverse_event,n_8k_any_event,has_8k_warning_letter,has_8k_recall,has_8k_adverse_event,has_8k_any_event,mda_warning_letter_substantive_flag,mda_recall_substantive_flag,mda_adverse_event_substantive_flag,filing_year,has_risk_factors,has_mda,rf_chars,mda_chars,rf_warning_letter_mentions,rf_warning_letter_substantive,mda_warning_letter_mentions,mda_warning_letter_substantive,warning_letter_substantive_total,warning_letter_mentions_total,rf_recall_mentions,rf_recall_substantive,mda_recall_mentions,mda_recall_substantive,recall_substantive_total,recall_mentions_total,rf_adverse_event_mentions,rf_adverse_event_substantive,mda_adverse_event_mentions,mda_adverse_event_substantive,adverse_event_substantive_total,adverse_event_mentions_total,warning_letter_data_covered,fy_start,fy_warning_letter_data_covered,fy_n_warning_letter,fy_event_warning_letter,fy_n_recall,fy_event_recall,fy_n_adverse_event,fy_event_adverse_event
6730,59478,LILLY (ELI) & CO,2017,2,10-Q,0000059478-17-000183,2017-07-28,2017-06-30,2017-03-31,2017-06-30,0,1,0,0,1,1,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,2017,False,True,0,136498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2017,3,10-Q,0000059478-17-000204,2017-10-27,2017-09-30,2017-06-30,2017-09-30,0,1,0,0,1,1,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,2017,False,True,0,145994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2017,4,10-K,0000059478-18-000089,2018-02-20,2017-12-31,2017-09-30,2017-12-31,0,1,0,0,1,1,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2018,True,True,23252,85157,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2016-12-31,1,0,0,0,0,174,1
6730,59478,LILLY (ELI) & CO,2018,1,10-Q,0000059478-18-000136,2018-04-27,2018-03-31,2017-12-31,2018-03-31,0,1,0,0,1,1,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,2018,False,True,0,140507,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2018,2,10-Q,0000059478-18-000188,2018-07-25,2018-06-30,2018-03-31,2018-06-30,0,1,0,0,1,1,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,2018,False,True,0,156052,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2018,3,10-Q,0000059478-18-000256,2018-11-06,2018-09-30,2018-06-30,2018-09-30,0,1,0,0,1,1,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,2018,False,True,0,175537,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2018,4,10-K,0000059478-19-000082,2019-02-19,2018-12-31,2018-09-30,2018-12-31,0,1,0,0,1,1,0,0,0,0,0,0,49,47,2,0,0,0,0,0,0,0,0,0,0,0,2019,True,True,25625,83529,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2017-12-31,1,0,0,0,0,181,1
6730,59478,LILLY (ELI) & CO,2019,1,10-Q,0000059478-19-000174,2019-05-02,2019-03-31,2018-12-31,2019-03-31,0,1,0,0,1,1,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,2019,False,True,0,126844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2019,2,10-Q,0000059478-19-000232,2019-08-02,2019-06-30,2019-03-31,2019-06-30,0,1,0,0,1,1,0,0,0,0,0,0,49,48,1,0,0,0,0,0,0,0,0,0,0,0,2019,False,True,0,142780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2019,3,10-Q,0000059478-19-000278,2019-10-25,2019-09-30,2019-06-30,2019-09-30,0,1,0,0,1,1,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,2019,False,True,0,149585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2019,4,10-K,0000059478-20-000057,2020-02-19,2019-12-31,2019-09-30,2019-12-31,0,1,0,0,1,1,0,0,0,0,0,0,50,49,1,0,0,0,0,0,0,0,0,0,0,0,2020,True,True,26096,79362,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2018-12-31,1,0,0,0,0,187,1
6730,59478,LILLY (ELI) & CO,2020,1,10-Q,0000059478-20-000104,2020-05-01,2020-03-31,2019-12-31,2020-03-31,0,1,0,0,1,1,0,0,0,0,0,0,31,30,1,0,0,0,0,0,0,0,0,0,0,0,2020,True,True,79287,131257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2020,2,10-Q,0000059478-20-000131,2020-07-31,2020-06-30,2020-03-31,2020-06-30,0,1,0,0,1,1,0,0,0,0,0,0,38,37,1,0,0,0,0,0,0,0,0,0,0,0,2020,True,True,87808,147769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2020,3,10-Q,0000059478-20-000155,2020-10-28,2020-09-30,2020-06-30,2020-09-30,0,1,0,0,1,1,0,0,0,0,0,0,37,36,1,0,0,0,0,0,0,0,0,0,0,0,2020,True,True,91577,154337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2020,4,10-K,0000059478-21-000083,2021-02-17,2020-12-31,2020-09-30,2020-12-31,0,1,0,0,1,1,0,0,0,0,0,0,37,35,2,0,0,0,0,0,0,0,0,0,0,0,2021,True,True,34533,79668,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2019-12-31,1,0,0,0,0,143,1
6730,59478,LILLY (ELI) & CO,2021,1,10-Q,0000059478-21-000122,2021-04-30,2021-03-31,2020-12-31,2021-03-31,0,1,0,0,1,1,0,0,0,0,0,0,39,38,1,0,0,0,0,0,0,0,0,0,0,0,2021,True,True,58143,151556,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2021,2,10-Q,0000059478-21-000171,2021-08-03,2021-06-30,2021-03-31,2021-06-30,0,1,0,0,1,1,0,0,0,0,0,0,33,31,2,0,0,0,0,0,0,0,0,0,0,0,2021,True,True,67121,174241,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2021,3,10-Q,0000059478-21-000216,2021-10-27,2021-09-30,2021-06-30,2021-09-30,0,1,0,0,1,1,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2021,True,True,60667,169925,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2021,4,10-K,0000059478-22-000068,2022-02-23,2021-12-31,2021-09-30,2021-12-31,0,1,0,0,1,1,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,2022,True,True,40833,69908,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2020-12-31,1,0,0,0,0,133,1
6730,59478,LILLY (ELI) & CO,2022,1,10-Q,0000059478-22-000133,2022-04-29,2022-03-31,2021-12-31,2022-03-31,0,1,0,0,1,1,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,2022,True,True,38471,137010,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2022,2,10-Q,0000059478-22-000196,2022-08-04,2022-06-30,2022-03-31,2022-06-30,0,1,0,0,1,1,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,2022,True,True,46461,147684,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2022,3,10-Q,0000059478-22-000250,2022-11-01,2022-09-30,2022-06-30,2022-09-30,0,1,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,2022,True,True,53142,158485,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2022,4,10-K,0000059478-23-000082,2023-02-22,2022-12-31,2022-09-30,2022-12-31,0,1,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,2023,True,True,50235,67383,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2021-12-31,1,0,0,0,0,86,1
6730,59478,LILLY (ELI) & CO,2023,1,10-Q,0000059478-23-000162,2023-04-27,2023-03-31,2022-12-31,2023-03-31,0,1,0,0,1,1,0,0,0,0,0,0,19,18,1,0,0,0,0,0,0,0,0,0,0,0,2023,True,True,35219,120025,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2023,2,10-Q,0000059478-23-000221,2023-08-08,2023-06-30,2023-03-31,2023-06-30,0,1,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,2023,True,True,42354,139050,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2023,3,10-Q,0000059478-23-000284,2023-11-02,2023-09-30,2023-06-30,2023-09-30,0,1,0,0,1,1,0,0,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,2023,True,True,46283,143448,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2023,4,10-K,0000059478-24-000065,2024-02-21,2023-12-31,2023-09-30,2023-12-31,0,1,0,0,1,1,0,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,2024,True,True,62790,63160,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2022-12-31,1,0,0,0,0,66,1
6730,59478,LILLY (ELI) & CO,2024,1,10-Q,0000059478-24-000118,2024-04-30,2024-03-31,2023-12-31,2024-03-31,0,1,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2024,True,True,35749,113373,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2024,2,10-Q,0000059478-24-000187,2024-08-08,2024-06-30,2024-03-31,2024-06-30,0,1,0,0,1,1,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,2024,True,True,39021,128976,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2024,3,10-Q,0000059478-24-000245,2024-10-30,2024-09-30,2024-06-30,2024-09-30,0,1,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,2024,True,True,42276,136042,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2024,4,10-K,0000059478-25-000067,2025-02-19,2024-12-31,2024-09-30,2024-12-31,0,1,0,0,1,1,0,0,0,0,0,0,22,21,1,0,0,0,0,0,0,0,0,0,0,0,2025,True,True,68672,56859,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2023-12-31,1,0,0,0,0,59,1
6730,59478,LILLY (ELI) & CO,2025,1,10-Q,0000059478-25-000132,2025-05-01,2025-03-31,2024-12-31,2025-03-31,0,1,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2025,True,True,26130,101044,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2025,2,10-Q,0000059478-25-000204,2025-08-07,2025-06-30,2025-03-31,2025-06-30,0,1,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2025,True,True,32551,118808,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2025,3,10-Q,0000059478-25-000254,2025-10-30,2025-09-30,2025-06-30,2025-09-30,0,1,0,0,1,1,0,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,2025,True,True,33293,122438,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
6730,59478,LILLY (ELI) & CO,2025,4,10-K,0000059478-26-000013,2026-02-12,2025-12-31,2025-09-30,2025-12-31,0,1,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2026,True,True,77451,48815,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2024-12-31,1,0,0,0,0,48,1
6730,59478,LILLY (ELI) & CO,2026,1,10-Q,0000059478-26-000045,2026-04-30,2026-03-31,2025-12-31,2026-03-31,0,0,0,0,1,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,2026,True,True,26731,78543,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2004,4,10-Q,0000950134-05-001798,2005-02-01,2004-12-31,2004-09-30,2004-12-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,False,True,0,32748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2005,1,10-K,0000950134-05-009971,2005-05-13,2005-03-31,2004-12-31,2005-03-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-03-31,0,0,0,0,0,1,1
7171,927653,MCKESSON CORP,2005,2,10-Q,0000950149-05-000524,2005-08-01,2005-06-30,2005-03-31,2005-06-30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,False,True,0,26096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2005,3,10-Q,0000950134-05-021052,2005-11-09,2005-09-30,2005-06-30,2005-09-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,False,True,0,31330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2005,4,10-Q,0000950134-06-001550,2006-02-01,2005-12-31,2005-09-30,2005-12-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,False,True,0,37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2006,1,10-K,0000950149-06-000282,2006-05-16,2006-03-31,2005-12-31,2006-03-31,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2006,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-03-31,0,0,0,0,0,3,1
7171,927653,MCKESSON CORP,2006,2,10-Q,0000950134-06-014306,2006-07-31,2006-06-30,2006-03-31,2006-06-30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,False,True,0,31830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2006,3,10-Q,0000950149-06-000508,2006-11-01,2006-09-30,2006-06-30,2006-09-30,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2006,False,True,0,47333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2006,4,10-Q,0000950134-07-001610,2007-01-30,2006-12-31,2006-09-30,2006-12-31,0,1,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2007,False,True,0,49019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2007,1,10-K,0000950134-07-010894,2007-05-09,2007-03-31,2006-12-31,2007-03-31,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-03-31,0,0,0,0,0,7,1
7171,927653,MCKESSON CORP,2007,2,10-Q,0000950134-07-016188,2007-07-30,2007-06-30,2007-03-31,2007-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,False,True,0,28315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2007,3,10-Q,0000950134-07-022397,2007-10-31,2007-09-30,2007-06-30,2007-09-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,False,True,0,35530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2007,4,10-Q,0000950134-08-001520,2008-02-01,2007-12-31,2007-09-30,2007-12-31,0,1,0,0,1,1,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,2008,False,True,0,45551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2008,1,10-K,0000950149-08-000067,2008-05-07,2008-03-31,2007-12-31,2008-03-31,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-03-31,0,0,0,0,0,14,1
7171,927653,MCKESSON CORP,2008,2,10-Q,0000950149-08-000084,2008-07-24,2008-06-30,2008-03-31,2008-06-30,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2008,False,True,0,23434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2008,3,10-Q,0000891618-08-000466,2008-10-29,2008-09-30,2008-06-30,2008-09-30,0,1,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2008,False,True,0,30806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2008,4,10-Q,0000891618-09-000020,2009-01-27,2008-12-31,2008-09-30,2008-12-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,True,True,2266,43828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7171,927653,MCKESSON CORP,2009,1,10-K,0000950134-09-009477,2009-05-05,2009-03-31,2008-12-31,2009-03-31,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008-03-31,0,0,0,0,0,6,1
7171,927653,MCKESSON CORP,2009,2,10-Q,0000950123-09-026374,2009-07-28,2009-06-30,2009-03-31,2009-06-30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,False,True,0,25456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2009,3,10-Q,0000950123-09-053715,2009-10-27,2009-09-30,2009-06-30,2009-09-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,True,True,3721,32211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2009,4,10-Q,0000950123-10-005311,2010-01-26,2009-12-31,2009-09-30,2009-12-31,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,False,True,0,37799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2010,1,10-K,0000950123-10-043581,2010-05-04,2010-03-31,2009-12-31,2010-03-31,0,1,0,0,1,1,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,1,0,2010,True,True,52174,63601,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2009-03-31,1,0,0,0,0,13,1
7171,927653,MCKESSON CORP,2010,2,10-Q,0000950123-10-070537,2010-07-30,2010-06-30,2010-03-31,2010-06-30,0,1,0,0,1,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2010,False,True,0,25615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2010,3,10-Q,0000950123-10-096135,2010-10-26,2010-09-30,2010-06-30,2010-09-30,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2010,False,True,0,37169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2010,4,10-Q,0000950123-11-007913,2011-02-01,2010-12-31,2010-09-30,2010-12-31,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,False,True,0,47323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2011,1,10-K,0000950123-11-045634,2011-05-05,2011-03-31,2010-12-31,2011-03-31,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2011,True,True,54520,67009,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2010-03-31,1,0,0,0,0,9,1
7171,927653,MCKESSON CORP,2011,2,10-Q,0000950123-11-069615,2011-07-28,2011-06-30,2011-03-31,2011-06-30,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2011,False,True,0,27183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2011,3,10-Q,0001193125-11-280331,2011-10-25,2011-09-30,2011-06-30,2011-09-30,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2011,False,True,0,37631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2011,4,10-Q,0001193125-12-029656,2012-01-30,2011-12-31,2011-09-30,2011-12-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,False,True,0,44711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2012,1,10-K,0001193125-12-204736,2012-05-02,2012-03-31,2011-12-31,2012-03-31,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2012,True,True,56104,68112,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2011-03-31,1,0,0,0,0,5,1
7171,927653,MCKESSON CORP,2012,2,10-Q,0001193125-12-316890,2012-07-26,2012-06-30,2012-03-31,2012-06-30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,False,True,0,27742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2012,3,10-Q,0001558803-12-000004,2012-10-25,2012-09-30,2012-06-30,2012-09-30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,False,True,0,33192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2012,4,10-Q,0001561787-13-000004,2013-01-31,2012-12-31,2012-09-30,2012-12-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,False,True,0,41943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2013,1,10-K,0001561787-13-000010,2013-05-07,2013-03-31,2012-12-31,2013-03-31,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2013,True,True,59174,71396,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2012-03-31,1,0,0,0,0,4,1
7171,927653,MCKESSON CORP,2013,2,10-Q,0001561787-13-000013,2013-07-25,2013-06-30,2013-03-31,2013-06-30,0,1,0,0,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2013,False,True,0,30469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2013,3,10-Q,0001445305-13-002484,2013-10-24,2013-09-30,2013-06-30,2013-09-30,0,1,0,0,1,1,0,0,0,0,0,0,11,1,10,0,0,0,0,0,0,0,0,0,0,0,2013,True,True,6907,37739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2013,4,10-Q,0001445305-14-000159,2014-01-30,2013-12-31,2013-09-30,2013-12-31,0,1,0,0,1,1,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,2014,True,True,6356,43571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
7171,927653,MCKESSON CORP,2014,1,10-K,0001445305-14-002132,2014-05-14,2014-03-31,2013-12-31,2014-03-31,0,1,0,0,1,1,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,1,0,2014,True,True,69212,81196,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2013-03-31,1,0,0,0,0,31,1
